category;brand;name;unit;norms
ВК и сантехника;;Мешок для мусора 75 л 550х1050 мм полипропиленовый повышенной прочности;шт;2.0
ВК и сантехника;;Сифон HL136N с гидрозатвором HL136N Hutterer & Lechner;шт;1.0
ВК и сантехника;;Гибкая подводка для воды Gigant с оплеткой из нержавеющей стали;шт;1.0
ВК и сантехника;;Сифон с гидрозатвором HL138;шт;1.0
ВК и сантехника;Ostendorf;Ревизия канализационная ø50 HTRE Ostendorf;шт;1.0
ВК и сантехника;;Сифон прямоточный HL100G/50 HL;шт;1.0
ВК и сантехника;;Смеситель (поставка Заказчика);шт;1.0
ВК и сантехника;;Сифон с гидрозатвором HL138 HL;шт;1.0
ВК и сантехника;;Гибкая подводка в металл. оплетке из нерж. стали PN20 Ду20;шт;1.0
ВК и сантехника;;Гибкая полнопроходная подводка (резиновый шланг) в металл. оплетке из нерж. стали PN20 Ду20;шт;1.0
ВК и сантехника;;Сифон HL;шт;1.0
ВК и сантехника;;Изоляционный материал типа K-Flex ST 6 мм для трубы полипропиленовой наружного диаметра ∅25 K-Flex;мп;1.05
ВК и сантехника;;Изоляционный материал типа K-Flex ST 13 мм для трубы полипропиленовой наружного диаметра ∅32 K-Flex;мп;1.1
ВК и сантехника;;Изоляционный материал типа K-Flex ST 6 мм для трубы полипропиленовой наружного диаметра ∅32 K-Flex;мп;1.1
ВК и сантехника;;"Гибкая подводка для фанкойла в оплётке из нержавеющей стали ∅3/4"" (Ду20) с вн.р.";шт;1.0
ВК и сантехника;;Сифон с гидрозатвором;шт;1.0
ВК и сантехника;;Дренажный сифон с разрывом струи HL136N HL;шт;1.0
ВК и сантехника;;Гибкая подводка ∅20, L=500мм;шт;5.0
ВК и сантехника;;Инсталляция для унитаза Tece;шт;1.0
ВК и сантехника;;Унитаз Delabie;шт;1.0
ВК и сантехника;;Раковина со столешницей (поставка Заказчика);шт;1.0
ВК и сантехника;;Раковина (поставка Заказчика);шт;1.0
ВК и сантехника;;Смеситель Cisal;шт;1.0
Гипсокартон и листовые;Knauf;ГКЛ Knauf 2500х1200х12,5мм;м2;"0.2;0.45;0.7;0.8;1.1"
Гипсокартон и листовые;Knauf;Лента бумажная для швов ГКЛ Knauf Курт 52 мм 75 м с армирующими волокнами;мп;"0.75;1.1;1.2;2.2"
Гипсокартон и листовые;;Стекломагнезитовый лист Премиум 2440х1220х12 мм прямая кромка;м2;1.1
Гипсокартон и листовые;Knauf;Гипсокартон Knauf 2500х1200х9,5 мм;м2;"1.1;1.15"
Гипсокартон и листовые;;ДВП 3,2х1220х2745 мм;м2;"1.1;1.15"
Гипсокартон и листовые;;Фанера ФК 12х1525х1525 мм сорт 4/4 нешлифованная;м2;"1.1;2.1"
Гипсокартон и листовые;;Фанера ФСФ 12х1220х2440 мм сорт 4/4 нешлифованная береза;м2;1.1
Гипсокартон и листовые;;Фанера ФК 6х1525х1525 мм сорт 4/4 нешлифованная;шт;1.0
Гипсокартон и листовые;Knauf;ГКЛВ Knauf 2500х1200х9,5 мм;м2;1.1
Гипсокартон и листовые;;Фанера ФК 8х1525х1525 мм сорт 4/4 нешлифованная;м2;1.1
Грунт и праймер;Ceresit;Грунт Ceresit СТ17 PRO 10 л;л;"0.1;0.2"
Грунт и праймер;Ceresit;Грунт Ceresit CT17;л;"0.1;0.2"
Грунт и праймер;;Грунтовка по металлу Радуга ВД АК Р-150 0.9 л цвет серый;л;"0.02;0.2"
Грунт и праймер;;Грунт укрывающий Bayramix Astar Кварцевый B1 7 кг;л;0.3
Грунт и праймер;;Грунтовка по стяжке Probond PU PRIMER EXTRA полиуретановая;кг;0.17
Грунт и праймер;;Грунт укрывающий;л;0.2
Двери и фурнитура;;Доводчик;шт;1.0
Двери и фурнитура;;Дверь скрытой установки;шт;1.0
Двери и фурнитура;;Материалы для устройства временной перегородки с дверью;м2;1.1
Двери и фурнитура;Valtec;"Кран шаровой латунный полнопроходной «BASE», ручка «бабочка», ВР-НР 1/2"" VALTEC";шт;1.0
Двери и фурнитура;;Дверь скрытой установки 700х2050 мм;шт;1.0
Двери и фурнитура;;Дверь скрытой установки 800х2450 мм;шт;1.0
Двери и фурнитура;;Дверь глухая, распашная, однопольная, правая. Размер строительного проема 1000х2100 (h);шт;1.0
Двери и фурнитура;;Дверь противопожарная 800х2000 мм;шт;1.0
Двери и фурнитура;;Дверь противопожарная900х2000 мм;шт;1.0
Двери и фурнитура;IEK;Вводно-распределительный щит ВРЩ, TITAN 5 ЩРн-120 120(2х5х12) модулей одна дверь IP54 белый IEK ЩРн-120 IP54 TI5-50-N-2X060- 54-7035 IEK;шт;1.0
Двери и фурнитура;;Дверь противопожарная (б/у);шт;1.0
Двери и фурнитура;;Дверь скрытой установки 2050х1000;шт;1.0
Изоляция и мембраны;Rockwool;Мин вата Rockwool Лайт Баттс Скандик 50;м2;"1.1;1.6"
Изоляция и мембраны;Knauf;Гидроизоляция Knauf Флэхендихт;кг;1.4
Изоляция и мембраны;;Трубка вспененный полиэтилен L=2м Тмакс=95°C, b=9 мм для ø25 ENERGOFLEX SUPER Energoflex;мп;"1.05;1.1"
Изоляция и мембраны;;Трубка вспененный полиэтилен L=2м Тмакс=95°C, b=9 мм для ø9.52 ENERGOFLEX SUPER Energoflex;мп;1.1
Изоляция и мембраны;;Трубка вспененный полиэтилен L=2м Тмакс=95°C, b=9 мм для ø15.88 ENERGOFLEX SUPER Energoflex;мп;1.1
Изоляция и мембраны;Rockwool;Мин вата Rockwool Лайт Баттс 50мм;м2;1.1
Изоляция и мембраны;;Изоляция из вспененного каучука самоклеящиеся Armaflex AF-10ММ/E-S/100 10 м;м2;1.1
Изоляция и мембраны;;Трубка вспененный полиэтилен L=2м Тмакс=95°C, b=9 мм для ø32 ENERGOFLEX SUPER Energoflex;мп;1.05
Изоляция и мембраны;;Трубка вспененный полиэтилен L=2м Тмакс=95°C, b=9 мм для ø40 ENERGOFLEX SUPER Energoflex;мп;1.05
Изоляция и мембраны;;Трубка вспененный полиэтилен L=2м Тмакс=95°C, b=9 мм для ø50 ENERGOFLEX SUPER Energoflex;мп;1.05
Инструмент и расходники;;Наждачная бумага Abraforce 100 мм 3 м Р240;м;0.1
Инструмент и расходники;;Пленка укрывная техническая 200мкр;м2;"1.1;1.15"
Инструмент и расходники;;Мусорный контейнер 8м3;шт;1.0
Инструмент и расходники;;Средства для уборки;м2;1.0
Инструмент и расходники;;Ветошь;компл;1.0
Инструмент и расходники;;Валик фактурный;шт;1.0
Клеи, пены, герметики;Plitonit;Клей для плитки и керамогранита Plitonit В усиленный с армирующими волокнами серый класс С1 Т 25 кг;кг;"0.35;0.7;3.87;7.0"
Клеи, пены, герметики;;Клей для стеклообоев Oscar готовый 10 кг;кг;0.2
Клеи, пены, герметики;Tytan;Клей универсальный профессиональный Tytan Professional 60 секунд 750 мл;мп;"0.15;0.25"
Клеи, пены, герметики;Tytan;Пена монтажная профессиональная Tytan O2 Low Expansion 60 летняя 750 мл;шт;2.0
Клеи, пены, герметики;;Клей K-FLEX 0.5 lt K 414 К-Флекс К-Флекс;шт;1.0
Клеи, пены, герметики;Knauf;Клей для плитки/ керамогранита/ мозаики/ камня Knauf Мрамор белый класс С2 25 кг;кг;7.0
Клеи, пены, герметики;;КЛЕЙ LECHNER LEGNOPOL 2000;кг;2.1
Клеи, пены, герметики;;Клей для флизелиновых обоев Quelyd Спец-флизелин 50 кв.м 300 г;шт;1.0
Клеи, пены, герметики;;Клей для газобетона КМ Мультиблок зимний 25 кг;кг;25.0
Клеи, пены, герметики;Knauf;Клей гипсовый монтажный КНАУФ-Перлфикс;кг;3.5
Клеи, пены, герметики;Tytan;Монтажный клей Tytan PROFESSIONAL Classic Fix каучуковый прозрачный 310мл;шт;0.5
Клеи, пены, герметики;;Ультрафиолетовый клей для укладки стеклоблоков;компл;1.0
Клеи, пены, герметики;;"Наклейка пиктограмма ""Указатель двери эвакуационного выхода (левосторонний)"" Е10";шт;1.0
Клеи, пены, герметики;;"Наклейка пиктограмма ""выход"" Е22";шт;1.0
Клеи, пены, герметики;Tytan;Клей монтажный каучуковый Tytan Classic Fix прозрачный 310 мл;шт;1.0
Краски, лаки, эмали;Tikkurila;Краска водно-дисперсионная Tikkurila Euro Power 7 моющаяся белая основа А 9 л (колерованная);л;"0.02;0.25"
Краски, лаки, эмали;Tikkurila;Краска водно-дисперсионная Tikkurila Euro Power 7 моющаяся белая основа А 9 л;л;"0.25;0.6"
Краски, лаки, эмали;;Люк ревизионный под покраску Хаммер Гиппократ 600х600 мм скрытый;шт;1.0
Краски, лаки, эмали;;Краска водно-дисперсионная Текс;л;"0.125;0.25"
Краски, лаки, эмали;;Межкомнатная дверь М 19 пг массив сосны, под окраску;шт;1.0
Краски, лаки, эмали;;Антисептик огне-биозащитный 1 группа;л;0.25
Краски, лаки, эмали;Tikkurila;Краска моющаяся Tikkurila/Tikkivala Luja Extra матовая база А белая 9 л (колерованная);л;0.25
Краски, лаки, эмали;;Люк ревизионный под покраску Хаммер Гиппократ 400х400 мм скрытый;шт;1.0
Крепёж;;Шуруп TN 35;шт;"10.0;20.0;30.0;40.0;50.0"
Крепёж;;Шуруп TN 25;шт;"14.0;23.0;28.0"
Крепёж;;Дюбель К 6/40;шт;"1.5;1.6;2.2;3.0"
Крепёж;;Анкер потолочный 6х60/25 мм;шт;0.7
Крепёж;;Дюбель К 6/35;шт;1.6
Крепёж;;Дюбель М8;шт;1.0
Крепёж;;Анкер распорный Hilt HLS-3M12/25;шт;1.0
Крепёж;;Анкер, гайка, шайба;шт;1.0
Крепёж;;Крепеж-клипса для труб 20 мм;шт;2.0
Крепёж;;Анкер химический 70 мм;шт;1.0
Крепёж;DKC;Крепеж-клипса для труб 25 мм DKC (51025);шт;2.0
Крепёж;DKC;Крепеж-клипса для труб 20 мм DKC (51020);шт;2.0
Крепёж;;Держатель для труб (клипса) d20мм;шт;2.0
Крепёж;;Анкер-клин;шт;0.7
Крепёж;;Дюбель для крепления пристенного угла;шт;2.0
Крепёж;;Розетка Systeme Electric ATLASDESIGN, скрытый монтаж, с заземлением, винтовые клеммы, белый;шт;1.0
Крепёж;Hilti;Анкер Hilti tst3 м10;шт;1.0
Крепёж;;Подводка для воды из нержавеющей стали гайка-гайка ø20;шт;1.0
Крепёж;;Распределительная коробка HF на винтах, с клеммными колодками IP65;шт;1.0
Крепёж;;Держатель для труб (клипса) d25мм;шт;2.0
Крепёж;;Держатель для труб (клипса) d16мм;шт;2.0
Крепёж;;Самоконтрящаяся гайка с насечкой М8 CM250800 ДКС;шт;1.0
Крепёж;;Шайба М-8 CM120800 ДКС;шт;1.0
Крепёж;;Винт с гладкой головкой М6х16 CM010616 ДКС;шт;1.0
Крепёж;;Самоконтрящаяся гайка с насечкой М6, 100шт/упак CM100600 ДКС;шт;1.0
Крепёж;DKC;Хомут 300х4.6мм нержавеющая сталь 300х4.6мм DKC;шт;1.0
Крепёж;;Держатель-клипса для труб и гофры с защелкой 20 мм;шт;2.0
Крепёж;;Крепеж-клипса для труб 16 мм;шт;2.0
Крепёж;;"Комплекты для крепления ОКЛ с использованием самореза, дюбеля и скобы СМО d25- 26 мм (100 шт) ""ПРОМРУКАВ""";шт;1.0
Крепёж;;Шуруп LN 9;шт;2.7
Крепёж;;Химический анкер;шт;1.0
Крепёж;;Подводка для воды из нержавеющей стали, гайка-гайка ø20;шт;1.0
Крепёж;;Держатель-клипса для труб и гофры с защелкой 20 мм серый;шт;2.0
Ленты, сетки, стеклохолст;Knauf;Лента уплотнительная Knauf Дихтунгсбанд самоклеящаяся 50х3 мм 30 м;мп;"0.85;1.2;2.4;4.8"
Ленты, сетки, стеклохолст;;Лента малярная Folsen желтая 50 мм 50 м;мп;"1.0;1.1;2.2"
Ленты, сетки, стеклохолст;BauTex;Стеклохолст BauTex Walltex плотность 50 г/кв.м 1х50 м;м2;1.1
Ленты, сетки, стеклохолст;;Уголок;мп;"0.15;2.0"
Ленты, сетки, стеклохолст;;Лента K-FLEX 003x050-15 ST К-Флекс К-Флекс;шт;1.0
Ленты, сетки, стеклохолст;;Сетка арматурная 100х100 мм d3,5 мм 1,5х2 м;шт;1.0
Ленты, сетки, стеклохолст;;Светодиодная лента 1100 мм (поставка Заказчика);шт;1.0
Ленты, сетки, стеклохолст;;Светодиодная лента 900 мм (поставка Заказчика);шт;1.0
Ленты, сетки, стеклохолст;;Светодиодная лента 6800 мм (поставка Заказчика);шт;1.0
Ленты, сетки, стеклохолст;;Светодиодная лента 13500 мм (поставка Заказчика);шт;1.0
Ленты, сетки, стеклохолст;;Сетка сварная арматурная в картах 100х100х6;м2;1.1
Ленты, сетки, стеклохолст;;Лента монтажная перфорированная ЭТМ;мп;1.0
Ленты, сетки, стеклохолст;;Алюминиевый уголок 20х20;мп;1.1
Наливной пол, стяжка, ровнители;Weber/Vetonit;Ровнитель (стяжка пола) первичный Weber.vetonit 5700 Базовый на цементном вяжущем 25 кг;кг;25.5
Наливной пол, стяжка, ровнители;;Пескобетон м150;шт;"1.0;50.0;60.0;100.0;240.0"
Наливной пол, стяжка, ровнители;;Пескобетон (ЦПС) М300 Dauer 40 кг;кг;"200.0;220.0"
Наливной пол, стяжка, ровнители;;Пескобетон м300;кг;50.0
Наливной пол, стяжка, ровнители;Weber/Vetonit;Ровнитель первичный Weber.vetonit 5700 Базовый на цементном вяжущем 25 кг;кг;17.0
Наливной пол, стяжка, ровнители;Weber/Vetonit;Ровнитель (наливной пол) финишный Weber.vetonit 4100 самовыравнивающийся высокопрочный 20 кг;кг;24.0
ОВиК;;Труба жесткая гладкая ПНД диам.25 мм, ПНД диам.25 мм;мп;1.1
ОВиК;;Статкамера из тонколистовой оцинкованной стали, 400x200x200 мм δ=0.7 мм РФ;шт;1.0
ОВиК;;Воздуховод из тонколистовой оцинкованной стали, Ø160 мм δ=0.5 мм РФ;мп;1.05
ОВиК;;Крепления воздуховодов, оборудования, масса металла;кг;1.0
ОВиК;Valtec;Труба полипропиленовая неармированная ∅25x4,2 (DN20) Valtec;мп;1.05
ОВиК;Valtec;Труба полипропиленовая неармированная ∅40x6,7 (DN32) Valtec;мп;1.05
ОВиК;Valtec;Труба полипропиленовая ∅32x5,4 (DN25) Valtec;мп;1.05
ОВиК;;Воздуховод из тонколистовой оцинкованной стали ø160мм ГОСТ 14918-80*;мп;"1.0;1.05"
ОВиК;;Воздуховод из тонколистовой оцинкованной стали ø100мм ГОСТ 14918-80*;мп;"1.0;1.05"
ОВиК;;Труба полипропиленовая PN10 ø25x2.3;мп;"1.05;1.1"
ОВиК;;Решетка вентиляционная, 300x100 мм АМН-М 300x100 Арктос;шт;1.0
ОВиК;;Дроссель-клапан ручной, Ø125 мм IRIS-125 Арктос;шт;1.0
ОВиК;;Воздуховод из тонколистовой оцинкованной стали, Ø100 мм δ=0.5 мм РФ;мп;1.05
ОВиК;;Воздуховод из тонколистовой оцинкованной стали, Ø125 мм δ=0.5 мм РФ;мп;1.05
ОВиК;;Воздуховод из тонколистовой оцинкованной стали, Ø200 мм δ=0.7 мм РФ;мп;1.05
ОВиК;;Воздуховод из тонколистовой оцинкованной стали, Ø250 мм δ=0.7 мм РФ;мп;1.05
ОВиК;;Отвод 90 из тонколистовой оцинкованной стали, Ø100 мм δ=0.5 мм РФ;шт;1.0
ОВиК;;Отвод 90 из тонколистовой оцинкованной стали, Ø125 мм δ=0.5 мм РФ;шт;1.0
ОВиК;;Отвод 90 из тонколистовой оцинкованной стали, Ø200 мм δ=0.5 мм РФ;шт;1.0
ОВиК;;Отвод 90 из тонколистовой оцинкованной стали, Ø250 мм δ=0.5 мм РФ;шт;1.0
ОВиК;;Тройник из тонколистовой оцинкованной стали, Ø160-Ø125-Ø160 мм δ=0.5 мм РФ;шт;1.0
ОВиК;;Тройник из тонколистовой оцинкованной стали, Ø200-Ø125-Ø200 мм δ=0.5 мм РФ;шт;1.0
ОВиК;;Тройник из тонколистовой оцинкованной стали, Ø250-Ø100-Ø250 мм δ=0.5 мм РФ;шт;1.0
ОВиК;;Тройник из тонколистовой оцинкованной стали, Ø250-Ø125-Ø250 мм δ=0.5 мм РФ;шт;1.0
ОВиК;;Решетка вентиляционная, 300x150 мм АМН-М 300x100 Арктос;шт;1.0
ОВиК;;Решетка вентиляционная, 500x150 мм АМН-М 300x100 Арктос;шт;1.0
ОВиК;;Дроссель-клапан ручной, Ø160 мм IRIS-160 Арктос;шт;1.0
ОВиК;;Статкамера из тонколистовой оцинкованной стали, 600x200x200 мм δ=0.7 мм РФ;шт;1.0
ОВиК;;Отвод 90 из тонколистовой оцинкованной стали, Ø160 мм δ=0.5 мм РФ;шт;1.0
ОВиК;;Отвод круглого воздуховода ø100-ø100 45.00°;шт;1.0
ОВиК;;Отвод круглого воздуховода ø100-ø100 90.00°;шт;1.0
ОВиК;;Отвод круглого воздуховода ø160-ø160 90.00°;шт;1.0
ОВиК;;Комплект фитингов;компл;1.0
ОВиК;;Противопожарный нормально-открытый клапан с приводом 220В ОЗК НО д160;шт;1.0
ОВиК;;Воздуховод из тонколистовой оцинкованной стали ø125мм ГОСТ 14918-80*;мп;1.05
ОВиК;;Воздуховод из тонколистовой оцинкованной стали ø200мм ГОСТ 14918-80*;мп;1.05
ОВиК;;Труба полипропиленовая PN10 ø32x3;мп;"1.05;1.1"
ОВиК;;Труба полипропиленовая PN10 ø40x3.7;мп;"1.05;1.1"
ОВиК;;Труба полипропиленовая PN10 ø50x4.6;мп;"1.05;1.1"
ОВиК;;Воздуховод из тонколистовой оцинкованной стали 200x200, b=0.5 ГОСТ 14918-80*;мп;"1.0;1.05"
ОВиК;;Воздуховод из тонколистовой оцинкованной стали 300x200, b=0.7 ГОСТ 14918-80*;мп;"1.0;1.05"
ОВиК;;Воздушный клапан общего назначения круглый КВК 100М Арктос;шт;1.0
ОВиК;;Воздушный клапан общего назначения круглый КВК 160М Арктос;шт;1.0
ОВиК;;Переход воздуховода с круглого на прямоугольное сечение 200x200-ø160;шт;1.0
ОВиК;;Щелевая решетка с КСД РЭД-ЛУК-РУ-2щ-2000, 1бок, Фикс RedVent;шт;1.0
ОВиК;;Тройник круглого воздуховода ø160-ø160-ø100;шт;1.0
ОВиК;Valtec;Труба из сшитого полиэтилена ø20x2,8 VALTEC;мп;1.05
ОВиК;Valtec;Тройник напресовочный переходной 25x16x20 VALTEC;шт;1.0
ОВиК;;Фитинги, Манжеты,переходы (комплект);шт;1.0
ОВиК;Valtec;Труба из сшитого полиэтилена ø32x3,5 VALTEC;мп;1.05
ОВиК;;Канализационный насос Sololift2 C-3;шт;1.0
ОВиК;Valtec;Труба полипропиленовая Valtec армированная стекловолокном 20х2000 мм PN20;мп;1.05
ОВиК;Ostendorf;Труба канализационная Ostendorf HTEM d50x1000 мм;мп;1.05
ОВиК;;Кондиционер настенный с наружним блоком;шт;1.0
ОВиК;;Трехходовой клапан с электроприводом 24V ∅20 Кvs;шт;1.0
ОВиК;;"Фитинг полипропиленовый с переходом на наружную резьбу 25х3/4""";шт;1.0
ОВиК;;Воздуховод из тонколистовой оцинкованной стали 800x400 b=0.7;мп;1.05
ОВиК;;Воздуховод из тонколистовой оцинкованной стали ø250мм ГОСТ 14918-80*;мп;1.05
ОВиК;;Воздуховод из тонколистовой оцинкованной стали ø315мм ГОСТ 14918-80*;мп;1.05
ОВиК;;Воздушный клапан общего назначения круглый КВК 100М;шт;1.0
ОВиК;;Воздушный клапан общего назначения круглый КВК 125М;шт;1.0
ОВиК;;Воздушный клапан общего назначения круглый КВК 160М;шт;1.0
ОВиК;;Воздушный клапан общего назначения круглый КВК 200М;шт;1.0
ОВиК;;Воздушный клапан общего назначения круглый КВК 250М;шт;1.0
ОВиК;;Воздушный клапан общего назначения круглый КВК 315М;шт;1.0
ОВиК;;Муфта переходная наружная из ПП 25x20;шт;1.0
ОВиК;;Муфта переходная наружная из ПП 32x25;шт;1.0
ОВиК;;Муфта переходная наружная из ПП 40x32;шт;1.0
ОВиК;;Муфта переходная наружная из ПП 50x25;шт;1.0
ОВиК;;Отвод круглого воздуховода ø125-ø125 90.00°;шт;1.0
ОВиК;;Отвод круглого воздуховода ø200-ø200 90.00°;шт;1.0
ОВиК;;Отвод круглого воздуховода ø250-ø250 90.00°;шт;1.0
ОВиК;;Отвод круглого воздуховода ø315-ø315 90.00°;шт;1.0
ОВиК;;Отвод прямоугольного воздуховода 400x800-400x800 90.00°;шт;1.0
ОВиК;;Отвод прямоугольного воздуховода 800x400-800x400 90.00°;шт;1.0
ОВиК;;Переход воздуховода с круглого на прямоугольное сечение 800x400-ø250;шт;1.0
ОВиК;;Противопожарный нормально-открытый клапан с приводом 220В ОЗК НО 800х400;шт;1.0
ОВиК;;Противопожарный нормально-открытый клапан с приводом 220В ОЗК НО д250;шт;1.0
ОВиК;;Противопожарный нормально-открытый клапан с приводом 220В ОЗК НО д315;шт;1.0
ОВиК;;Тройник круглого воздуховода ø100-ø100-ø100;шт;1.0
ОВиК;;Тройник круглого воздуховода ø125-ø125-ø100;шт;1.0
ОВиК;;Тройник круглого воздуховода ø160-ø160-ø160;шт;1.0
ОВиК;;Тройник круглого воздуховода ø200-ø200-ø160;шт;1.0
ОВиК;;Тройник круглого воздуховода ø200-ø200-ø200;шт;1.0
ОВиК;;Тройник круглого воздуховода ø250-ø250-ø200;шт;1.0
ОВиК;;Тройник круглого воздуховода ø315-ø315-ø200;шт;1.0
ОВиК;;Тройник переходной из ПП 32x25x32;шт;1.0
ОВиК;;Тройник переходной из ПП 40x25x40;шт;1.0
ОВиК;;Тройник переходной из ПП 50x40x50;шт;1.0
ОВиК;;Тройник равнопроходной из ПП 25;шт;1.0
ОВиК;;Труба из сшитого полиэтилена ø16x2,2 Stout;мп;1.1
ОВиК;;Труба из сшитого полиэтилена ø25x3,5 Stout;мп;1.1
ОВиК;;"Тройник с внутренней резьбой 1"" Stout";шт;1.0
ОВиК;Ostendorf;Тройник канализационный 45° 50x50 HTEA Ostendorf;шт;1.0
ОВиК;Ostendorf;Труба канализационная полипропиленовая ø50x1,8 HTEM Ostendorf;мп;1.05
ОВиК;Ostendorf;Отвод канализационный 45° 50 HTB Ostendorf;шт;1.0
ОВиК;Ostendorf;Отвод канализационный 90° 50 HTB Ostendorf;шт;1.0
ОВиК;;Труба под гильзу, швеллер под обвязку;компл;1.0
ОВиК;;Труба медная дюймовая ø9.52x0.81;мп;1.05
ОВиК;;Труба медная дюймовая ø15.88x0.89;мп;1.05
ОВиК;;Вентиляционная установка приточно-вытяжная DV-350HRE/PD Dantex;шт;1.0
ОВиК;;Бытовой накладной вытяжной вентилятор ø100 Silent 100-CZ Soler & Palau;шт;1.0
ОВиК;;Воздуховод из тонколистовой оцинкованной стали 400x200, b=0.7 ГОСТ 14918-80*;мп;1.0
ОВиК;;Воздуховод из тонколистовой оцинкованной стали 400x300, b=0.7 ГОСТ 14918-80*;мп;1.0
ОВиК;;Отвод прямоугольного воздуховода 400x200-400x200 90.00°;шт;1.0
ОВиК;;Отвод прямоугольного воздуховода 400x300-400x300 45.00°;шт;1.0
ОВиК;;Отвод прямоугольного воздуховода 400x300-400x300 90.00°;шт;1.0
ОВиК;;Решетка наружная круглая РНк 100;шт;1.0
ОВиК;;Решетка наружная круглая РНк 250;шт;1.0
ОВиК;;Щелевая решетка с КСД РЭД-ЛУК-РУ-1щ-300, 1бок, Фикс RedVent;шт;1.0
ОВиК;;Щелевая решетка с КСД РЭД-ЛУК-РУ-1щ-700, 1бок, Фикс RedVent;шт;1.0
ОВиК;;Щелевая решетка с КСД РЭД-ЛУК-РУ-1щ-1100, 1бок, Фикс RedVent;шт;1.0
ОВиК;;Щелевая решетка с КСД РЭД-ЛУК-РУ-1щ-1200, 1бок, Фикс RedVent;шт;1.0
ОВиК;;Щелевая решетка с КСД РЭД-ЛУК-РУ-1щ-2000, 1бок, Фикс RedVent;шт;1.0
ОВиК;;"Радиатор трубчатый с боковым подключением 2220 / 05 V1270 3/4"" Zehnder";шт;1.0
ОВиК;;"Радиатор трубчатый с боковым подключением 2220 / 14 V1270 3/4"" Zehnder";шт;1.0
ОВиК;;Радиатор существующий;шт;1.0
ОВиК;Valtec;"Клапан настроечный прямой 3/4"" Valtec";шт;1.0
ОВиК;Valtec;"Клапан термостатический прямой 3/4"" Valtec";шт;1.0
ОВиК;;"Вентиль на обратную подводку угловой Сombi 3 3/4"" Zehnder";шт;1.0
ОВиК;;"Термостатический вентиль угловой Серия А 3/4"" Zehnder";шт;1.0
ОВиК;;Фэнкойл кассетный, двуххтрубный в комплекте с 3-х ходовым клапаном GCKD-500i General Climate;шт;1.0
ОВиК;;Дроссель-клапан ∅160 мм Воздухотехника;шт;1.0
ОВиК;;Решетка вентиляционная с регулятором расхода, 200x100 мм АМР-М 200x100;шт;1.0
ОВиК;;Решетка вентиляционная с регулятором расхода, 300x100 мм АМР-М 300x100;шт;1.0
ОВиК;;Дроссель-клапан ручной, Ø160 мм IRIS-160;шт;1.0
ОВиК;;Дроссель-клапан ручной, Ø250 мм IRIS-250;шт;1.0
ОВиК;;Воздуховод из тонколистовой оцинкованной стали, Ø100 мм δ=0.5 мм;мп;1.05
ОВиК;;Воздуховод из тонколистовой оцинкованной стали, Ø125 мм δ=0.5 мм;мп;1.05
ОВиК;;Воздуховод из тонколистовой оцинкованной стали, Ø160 мм δ=0.5 мм;мп;1.05
ОВиК;;Воздуховод из тонколистовой оцинкованной стали, Ø250 мм δ=0.7 мм;мп;1.05
ОВиК;;Воздуховод из тонколистовой оцинкованной стали, Ø315 мм δ=0.7 мм;мп;1.05
ОВиК;;Отвод 90 из тонколистовой оцинкованной стали, Ø125 мм δ=0.5 мм;шт;1.0
ОВиК;;Отвод 90 из тонколистовой оцинкованной стали, Ø160 мм δ=0.5 мм;шт;1.0
ОВиК;;Отвод 90 из тонколистовой оцинкованной стали, Ø315 мм δ=0.7 мм;шт;1.0
